date,username,tweet,polarity
2021-04-21,Rizzkiadi_,merdeka ajar katae,1
2021-04-21,TirapF,hanya zaman pak putus rpp hanya lembar sangat merdeka printer pohon,2
2021-04-21,merdekadotcom,dukung pdip mendikbud nadiem makarim tengah isu acak kabinet hasto kata program program canang nadiem lama jabat mendikbud perlu dapat dukung misal program merdeka ajar,2
2021-04-21,ferdianus_jufri,mas nadiem baru beberapa tahun kok kami dipelosoka ras program merdeka ajar sangat manfaat,1
2021-04-21,BadanBahasa,tentu ingin milik tahu lebih banyak dunia bukan jangan malas baca buku kenal dampak negatif kita malas baca buku moga manfaat,2
2021-04-21,Kemdikbud_RI,impi apa ingin wujud terus semangat juang kartini,1
2021-04-21,LPMP_KepBabel,jangan lewat siar langsung luncur merdeka ajar episode luas program beasiswa lpdp kamis april pukul wib kanal youtube kemendikbud ri,2
2021-04-21,jdcbjy,mau ikut program merdeka ajar sapa tahu kirim univ luar jawa,1
2021-04-21,Kemdikbud_RI,ingin tahu lebih banyak beasiswa didik jangan lewat siar langsung merdeka ajar luas program beasiswa lpdp besok pukul wib kanal youtube kemendikbud ri,2
2021-04-21,bbkalteng,pernah tanya tanya guna tanda koma simak jelas salam literasi,2
2021-04-21,siapahayoooo000,jangan pak nadiem ganti mohon cuma gara gara buzzer putih bentur sama sok an bela mbah hasyim padahal asli sering katain bidah saya belum ikut tukar mahasiswa kampus merdeka ajar,2
2021-04-21,dalulia,merdeka ajar kampus merdeka tukar mahasiswa ngeluh bunda,2
2021-04-21,RILISonline,ngobrol dua jam sama ibu mega diskusi strategi cepat merdeka ajar profil ajar pancasila ucap nadiem akun instagram milik kutip rabu,1
2021-04-21,KompasTV,menteri didik budaya temu ketua umum pdip megawati tengah isu ombak kabinet ia jelas temu diskusi kait strategi cepat merdeka ajar profil ajar pancasila,1
2021-04-21,PakarINTELek,salah satu bijak masmen nadiem merdeka ajar sederhana rpp halaman jadi halaman dengar sederhana jantung ajar guru sangat bantu usman djabbar mappisona ketua komunitas guru nusantara,2
2021-04-21,Kemdikbud_RI,pernah saksi tradisi dugder dugder rupa tradisi arak ara sambut datang bulan ramadan masyarakat kota semarang jawa tengah ada tradisi rupa daerah,1
2021-04-21,bpmpk_kemdikbud,tangan anak letak masa depan tangan ibu genggam anak rupa masa depan kartini,1
2021-04-21,pusdatin_dikbud,kunjung tv edukasi suara edukasi,1
2021-04-21,inewsdotid,tengah isu kena acak nadiem diskusi merdeka ajar megawati,2
2021-04-21,IndonesiaBaikId,hai teman tarik ikut program tukar simak jadwal,2
2021-04-21,kompascom,temu dua hanya bahas strategi cepat merdeka ajar profil ajar pancasila,1
2021-04-21,jawapos,sukses merdeka ajar kampus merdeka untag gandeng ppi,1
2021-04-21,Indopolitika,menteri didik budaya mendikbud nadiem makarim unggah foto temu tum pdip megawati soekarnoputri tengah isu acak ngobrol dua jam sama ibu mega diskusi strategi cepat merdeka ajar profil ajar,1
2021-04-21,bemftpub,tukar mahasiswa merdeka halo sobat ftpada informasi baru kait program tukar mahasiswa merdeka buku pandu bisa akses link ikut nah buat kalian ingin tahu apa merdeka ajar bisa baca buku pandu,1
2021-04-21,paudpedia,selamat hari kartini seluruh perempuan indonesiasemoga semangat juang kartini tetap bara semua,1
2021-04-21,_andriawan_,tanya panjang jawab sekolah hapus tanda dunia didik kita hanya keren jargon doang merdeka ajar lah apa lah tahu umum segitu parah anak jaman sekarang,2
2021-04-21,Kemdikbud_RI,kartini tunjuk perempuan bisa peran lebih hidup bangsa negara utama bidang didik kita terus juang cita cita mulia selamat hari kartini tara sama,1
2021-04-21,saidi_sudarsono,bicara merdeka ajar sama ibu mega apa hubung seperti tidak nyambung balas,2
2021-04-21,20cmsputnik,tolong tolong banget mahasiswa ambil program merdeka ajar permata double degree anak organisasi giat plus plus lain ga bisa ikut kerja kelompok kabar apa kontribusi masa capek sibuk lah kontribusi minim banget,2
2021-04-21,anggiedwidowati,merdeka ajar cuma omong kosong,2
2021-04-21,ppn_pemangkat,realisasi merdeka ajar jurus matematika fmipa untan adakan kuliah umum sama labuh ikan nusantara mangkat,1
2021-04-21,PodomoroUniv,selamat hari kartini seluruh wanita indonesia terus semangat karya prestasi inspirasi wanita,1
2021-04-21,Boyked02,kami guru pns masih setia tunggu cair tunjang sertifikasi satu harap kami sambung hidup tengah pandemi mohon bantu pak bisa cepat cair terima kasih,2
2021-04-21,Kemdikbud_RI,selamat pagi tetap semangat ajar apa tayang televisi edukasi hari ikut jadwal vidiouseetv,1
2021-04-20,okezonenews,tengah isu acak nadiem ngobrol jam megawati bahas strategi merdeka ajar,0
2021-04-20,bbgp_jabar,nanti video series inspirasi perempuan indonesia kami tayang hari stay tune,2
2021-04-20,bpmp_gorontalo,kepal tangan anak letak buah harap masa depan genggam tangan ibu rupa juta harap orientasi sukses selamat ingat hari kartini tahun,1
2021-04-20,rabiciracas,ngobrol dua jam sama ibu mega diskusi strategi cepat merdeka ajar profil ajar pancasila saya banyak ajar alam beliau tulis nadiempengalaman merdeka ajar inget nun,1
2021-04-20,perjadin,nah bagaimana teman lanjur pulang luar kota kampus sini saya rasa platform bisa akomodasi teman mahasiswa sedang jauh kampus asal dapat ambil mata kuliah praktikum bengkel studio kampus dekat,2
2021-04-20,Kemdikbud_RI,kemendikbud komitmen depan cermat sempurna draf naskah kamus sejarah,0
2021-04-20,vidoflamingo192,nadiem ketemu ibu mega bicara merdeka ajar komen silaturahmi aman reshufflesadis netijen memang hahaha memang jangan ganti hes pintar af tho,1
2021-04-20,hornngry,fakta dosen punya lebih gelar tidak mau usaha ngapalin nomor telpon sungguh impressive kata beliau hemat memori anw beliau dosen panutan lama saya merdeka ajar detail perfectionist ttp santui keren parah,2
2021-04-20,Kemdikbud_RI,pernah bingung guna kata jam pukul waktu tepat simak arti contoh guna,2
2021-04-20,bbgp_jabar,telah selesai unggah media sosial serta cerita anda jadi guru gerak ajak kawan kawan guru daftar tambah hashtag,1
2021-04-20,BEMUndip_,halo iisma indonesian international student mobility awards buah program baru rupa implementasi merdeka ajar kampus merdeka program mahasiswa sempat kuliah salah satu ratus universitas nama,2
2021-04-20,kb_ntb,kata galianok bahasa samawa sumbawa,2
2021-04-20,Genpi_Co,program studi didik bahasa inggris pbi dapat hibah program bantu kerja sama kurikulum implementasi merdeka ajar kampus merdeka,1
2021-04-20,Kemdikbud_RI,dia jawab kemarin siapa dapat jawab lima tepat,2
2021-04-20,kumparan,prodi ekonomi bisnis feb unisma terima program bantu kerja sama kurikulum implementasi merdeka ajar kampus merdeka mbkm,1
2021-04-20,lldikti3,halo wilayah iii ucap selamat kepada universitas pilih terima proposal program bantu kerja sama kurikulum implementasi merdeka ajar kampus merdeka,1
2021-04-20,YOTBogor,halo yoters mimin serba serbi kampus merdeka merdeka ajar hayoo siap kalian tambah softskill hardskill yoters tarik ikut program kmmb mana,1
2021-04-20,Kemdikbud_RI,selamat kepada serta pilih audisi orkestra tahap gita bahana nusantara simak informasi lengkap audisi tahap ii laksana jakarta yogyakarta sesuai pilih masing masing serta jadwal susul,1
2021-04-20,collegemenfess,ada arti soal hitung minta agregat aku anak merdeka ajar bingung banget ga dapat dasar ga jelas dosen lihat youtube masih ga paham kelas ga paham,1
2021-04-20,farididoev,merdeka ajar maksud merdeka agama bahasa indonesia tokoh kiyai,2
2021-04-20,biounpad,kuliah umum mkbm biomaterial assalamualaikum wr wb rangka terap kurikulum merdeka ajar kampus merdeka mbkm program studi biologi universitas padjadjaran selenggara kuliah umum mata kuliah biomaterial tuju,1
2021-04-20,Kemdikbud_RI,selamat pagi selamat aktivitas panjang hari ikut ajar sama program televisi edukasi vidiouseetv,1
2021-04-20,sayhiika,gamungkin pengaruh sama akreditasi sekolah ga ngelulusin jelek nilai guru ngusahain remid kasih nilai kkm lagi merdeka ajar makin gampang sekolah ngatur nilai serta didik,1
2021-04-20,LPMP_KepBabel,selamat pagi selamat aktivitas panjang hari siap catat ikut ajar sama program vidiouseetv,1
2021-04-19,UGM_FESS,ugm dapat kalian dampak kurikulum merdeka ajar kampus merdeka plus minus,2
2021-04-19,kantahkabsragen,kabar gembira buat mahasiswa masih duduk bangku kuliah mau rasa alam terjun langsung kerja intansi perintah tepat bidang layan tanah tata ruang ikut program merdeka ajar kampus merdeka menteri atr bpn,1
2021-04-19,DendyRadityaA,tahun ugm seluruh fakultas unit unit sibuk siap program merdeka ajar kampus merdeka mbkm gagas nadiem makarim rabu besok benar acak kabinet mendikbudnya ganti lalu bagaimana nasib mbkm,2
2021-04-19,kantahkabbone,halo mahasiswa masih duduk bangku kuliah ingin ikut seleksi giat magang program merdeka ajar menteri atr bpn nah ikut pandu daftar magang menteri atr b,2
2021-04-19,Kemdikbud_RI,saat coba tebak apa saji khas ramadan sembunyi gambar,1
2021-04-19,ditjendikti,program serasi rancang akselerasi terap program merdeka ajar kampus merdeka libat beri lebih banyak sempat kepada kolaborasi dunia usaha dunia industri dudi lalu platform kedaireka,2
2021-04-19,KantahKabTTS,halo ikut program merdeka ajar kampus merdeka menteri atr bpn ayo daftar diri kita ajar sama instansi sayang kita simak infografis ikut tahu informasi lebih lengkap sob,2
2021-04-19,KantahPKLKota,halo mahasiswa masih duduk bangku kuliah ingin ikut seleksi giat magang program merdeka ajar menteri atr bpn nah ikut pandu daftar magang menteri atr bpn sob,2
2021-04-19,AtrbpnMentawai,halo kabar gembira buat mahasiswa masih duduk bangku kuliah mau rasa alam terjun lagsg kerja intansi perintah tptnya bandung layan tanah tata ruang ikut program merdeka ajar kampus merdeka menteri atr bpn,2
2021-04-19,roosfeary,tarik cara ajar merdeka ajar,1
2021-04-19,nolantv_com,implementasi merdeka ajar uns gandeng taman jurug,2
2021-04-19,Kemdikbud_RI,presiden pesan masyarakat tetap tidak boleh lengah sepele covid presiden harap seniman budayawan lindung covid dapat aktivitas biasa,1
2021-04-19,bbgp_jabar,dengar program didik guru gerak belum simak informasi flyer ikut terus informasi,2
2021-04-19,kanwilbpnkalsel,program merdeka ajar kampus merdeka menteri atr bpn sini kalian bisa terap mampu kalian dapat lama ajar kampus kalian bisa ajar terap nilai nilai menteri atr bpn layan profesional percaya,1
2021-04-19,kantahkabtator,posting ulang from halo mahasiswa masih duduk bangku kuliah ingin ikut seleksi giat magang program merdeka ajar menteri atr bpn buru daftar,2
2021-04-19,republikaonline,bentuk kerja sama upa dukung program kampus merdeka merdeka ajar,1
2021-04-19,kb_ntb,kata gncng bahasa sasak lombok,2
2021-04-19,Dikpora_bantul,apa harus laku orangtua bisa kelola emosi mereka anak marah kita simak informasi grafis ikut,2
2021-04-19,kantahkotasmd,ikut program merdeka ajar kampus merdeka menteri atr bpn sini kalian bisa terap mampu kalian dapat lama ajar kampus kalian bisa ajar terap nilai nilai menteri atr bpn layan profesional percaya,1
2021-04-19,perpusdikbud,mau ajar bahasa korea pasti selalu saku anda kamus dwi bahasa korea indonesia korea praktis lengkap bernas koleksi sedia aplikasi pustaka digital eperpusdikbud,1
2021-04-19,kantahkabtator,posting ulang from pernah dengar istilah merdeka ajar kampus merdeka program rupa bijak menteri didik budaya berita lengkap kunjung,0
2021-04-19,KantahKabBangli,halo kabar gembira buat mahasiswa masih duduk bangku kuliah mau rasa alam terjun langsung kerja intansi perintah ikut program merdeka ajar kampus merdeka menteri atr bpn,1
2021-04-18,KantahKabBantul,halo kabupaten bantul halo ikut program merdeka ajar kampus merdeka menteri atr bpn,0
2021-04-18,KantahKabBantul,halo kabupaten bantul halo kami buka sempat kepada mahasiswa seluruh universitas indonesia gabung giat magang program merdeka ajar kampus merdeka ling menteri atr bpn,2
2021-04-18,KantahPKLKota,halo kabar gembira buat mahasiswa masih duduk bangku kuliah mau rasa alam terjun langsung kerja intansi perintah tepat bidang layan tanah tata ruang ikut program merdeka ajar,1
2021-04-18,dit_sma,isi polling sesuai kategori ikut orang tua masyarakat siswa,2
2021-04-18,syarifntoke,agama hapus pancasila lupa bahasa indonesia lupa,2
2021-04-18,Kemdikbud_RI,ikut tanos sama,0
2021-04-18,ditjendikti,siap diri jadi salah satu awardee tahun informasi lebih lanjut laman instagram youtube,2
2021-04-18,kanwilbpnkalsel,menteri agraria tata ruang badan tanah nasional atr bpn buka sempat magang mahasiswa lalu program merdeka ajar kampus merdeka mbkm menteri atr bpn giat beri serta magang alam cukup,2
2021-04-18,kanwilbpnkalsel,pernah dengar istilah merdeka ajar kampus merdeka program rupa bijak menteri didik budaya tuju dorong mahasiswa kuasa bagai ilmu guna pasuk dunia kerja,1
2021-04-18,Kemdikbud_RI,tahu konsep ekonomi dasar manfaat bantu anak tumbuh jadi dewasa milik biasa kelola uang sehat bagaimana cara simak kiat ikut,1
2021-04-18,MasMenteri,mas menteri jawab isu pulang pergi nomor tahun selamat pagi sob banyak banget isu miring edar pulang pergi nomor tahun kalian gak jadi korban isu bohong langsung lihat jelas mas menteri soal yaa sob,1
2021-04-18,puslapdik,halo sobat pipyuk nama kamu aplikasi sipintar laman siapa tahu kamu rupa terima rasa belum pernah laku aktivasi rekening ayo segera aktivasi rekening,1
2021-04-17,Kipokey,nama program bagus merdeka ajar kampus merdeka haaaa tertawa haaaa sayang kampus harus merdeka pikir ingin tindak harus hilang begitu sama kaya kasus korupsi suka hilang tidak jelas,2
2021-04-17,sincosmantan_,kemendikbud nama merdeka ajar ga salah,1
2021-04-17,sincosmantan_,kampus merdeka ajar ns,1
2021-04-17,sincosmantan_,jbjb kampus merdeka ajar ns,1
2021-04-17,Kemdikbud_RI,tahu nyata indonesia main catur tradisional catur aceh pernah main apa nama main daerah,2
2021-04-17,BentengSumbar,kumpul agripreneur ganesha gelar sosialisasi program merdeka ajar,1
2021-04-17,CiptaPrestasi,terima tahu maksimal kosong pikir lebih pikir bisa buka terima baru selamat sore sahabat mcp,1
2021-04-17,kumparan,dua program studi prodi universitas kristen tra surabaya hasil jadi model center excellence coe merdeka ajar kampus merdeka,1
2021-04-17,STIKESMuh_kng,galeri giat workshop evaluasi tinjau kurikulum prodi farmasi tuju kurikulum merdeka ajar stikes muhammadiyah kuningannarasumber prof apt yahdiana harahap ms asesor salam kes,1
2021-04-17,dpkka_unair,ayo ajar mandiri informasi lebih lengkap sila kunjung laman website,2
2021-04-17,dpkka_unair,halo kami buka sempat kepada mahasiswa seluruh universitas indonesia gabung giat magang program merdeka ajar kampus merdeka lingkung menteri atr bpn banyak pilih unit kerja dapat kalian pilih,2
2021-04-17,AfifAlfadl,buat apa merdeka ajar sempro buru buru,2
2021-04-17,malifaaa,buat apa merdeka ajar kampus merdeka mahasiswa gak beri merdeka lulus cara sendiri tiada skripsi misal,2
2021-04-17,KantahKabTTS,menteri atr bpn dukung program merdeka ajar kampus merdeka berita lengkap,0
2021-04-17,inasabr70387567,tanpa tugas merdeka ajar,0
2021-04-17,Kota_Tangerang,keluarga peran penting didik anak bangun pribadi karakter masuk kenal sikap sikap toleransi sejak dini,1
2021-04-17,unaminofficial,alhamdulillah selamat sukses kepada program studi ilmu perintah olah hasil ikan universitas muhammadiyah sorong terima program bantu kerja sama kurikulum implementasi merdeka ajar kampus merdeka,1
2021-04-17,beritajatimcom,program studi teknik elekto informatika tra model center excellence coe merdeka ajar kampus merdeka,1
2021-04-16,bbgp_jabar,sama bicara pilih guru inspirator guru negeri narasumber laku praktik baik didik inklusi sahabat catat tanggal waktu segera registrasi,1
2021-04-16,suratmidede,nadiem buat terobos sangat besar hapus un merdeka ajar dana bos transfer langsung sekolah beliau paham betul apa jadi masalah didik indonesia hak prerogatif presiden menteri,1
2021-04-16,KantahTernate,pernah dengar istilah merdeka ajar kampus merdeka program rupa bijak menteri didik budaya tuju dorong mahasiswa kuasa bagai keilmuanberita lengkap kunjung,1
2021-04-16,nolantv_com,dua prodi tra jadi model coe merdeka ajar kampus merdeka,1
2021-04-16,dhkrmdhns,kamu ikut cpns kan pusat komunikasi siap meja kosong tidak wkwk dhika bantu cara buat maju merdeka ajar guru tinggi kualitas cukup banyak privilage saya dapat saya tatap peluang buat bidang saya baik buat didik,2
2021-04-16,LilisRusmiati12,cerita merdeka ajar balas ga ajar pancasila ga ajar bahasa indonesia ajar agama apa kata sang tri pernah ajar b indonesia yaa tk negeri sebal aku,2
2021-04-16,klik_uad,alhamdulillah selamat sukses kepada program studi biologi manajemen didik matematika sastra indonesia teknik kimia terima program bantu kerja sama kurikulum implementasi merdeka ajar kampus merdeka tahun kemendikbud ri,1
2021-04-16,kantahkabminsel,pernah dengar istilah merdeka ajar kampus merdeka berita lengkap kunjung,2
2021-04-16,syarifntoke,kasihan nasib anak sekolah bangsa sebut merdeka ajar cara hilang pancasila didik bahasa indonesia,0
2021-04-16,kanwilbpnkepri,halo kami buka sempat kepada mahasiswa seluruh universitas indonesia gabung giat magang program merdeka ajar kampus merdeka lingkung menteri atr bpn informasi lebih lengkap sila kunjung website,2
2021-04-16,kantahkarimun,halo kami buka sempat kepada mahasiswa seluruh universitas indonesia gabung giat magang program merdeka ajar kampus merdeka lingkung menteri atr bpn,2
2021-04-16,bempsiUNAIR,staff kmmb halo mahasiswa merdeka ajar kami ucap selamat kepada nama nama atas telah terima jadi bagi jajar staff konferensi mahasiswa merdeka ajar selamat gabung selamat aktualisasi diri sama kami,1
2021-04-16,KursusIntan,latih uji uji uji kompetensi tata cantik rambut ikut uji intan bandar lampung alhamdulilah lulus tinggal tunggu sertifikat,1
2021-04-16,KursusIntan,sistim ajar daring laksana lkp intan kerja sama industri toko kosmetik sumber ayu claresta kosmetik ikut mua penjuru nusantara,1
2021-04-16,Kemdikbud_RI,ayo saksi gelar wicara ajar pancasila generasi emas tema tuang nilai pancasila karya tayang perdana jumat april pukul wib kanal youtube cerdas karakter kemendikbud ri jangan lewat,1
2021-04-16,Kemdikbud_RI,jangan takut gagal lang pesan buya hamka bagaimana makna,2
2021-04-16,RadioIdolaSMG,diskusi jc tukiman taruna merdeka ajar ekosistem investasi bagaimana akselerasi,1
2021-04-16,KantahKabBkls,halo kami buka sempat kepada mahasiswa seluruh universitas indonesia gabung giat magang program merdeka ajar kampus merdeka,2
2021-04-16,usakti_official,berita faltlproposal prodi arsitektur lanskap faltl nilai layak dapat program bantu kerjasama kurikulum implementasi merdeka ajar kampus merdeka dirjen dikti kemendikbud ri,0
2021-04-16,KampusGuruCikal,minggu maret kgbn pesisir selatan ada temu didik daerah sosialisasi program beasiswa guru,1
2021-04-16,kb_ntb,tayang tiga salur media youtube kantor bahasa ntb spotify soundcloud siar sasambo ayo saksi siar sasambo,1
2021-04-16,jawapos,universitas muria kudus susun konsep merdeka ajar kampus merdeka,1
2021-04-16,MasMenteri,selamat pagi sob kata mas menteri sekolah teknologi tidak akan pernah pisah merespon sebut kemdikbud lalu pusdatin pusat data informasi jadi digitalisasi sekolah salah satu prioritas merdeka ajar,1
2021-04-16,FebUMRI,tahniah kepada program studi manajemen fakultas ekonomi bisnis umri telah hasil lulus hibah kerjasama kurikulum implementasi merdeka ajar kampus merdeka menteri didik budaya,1
2021-04-16,suaramerdeka,teknologi didik tidak bisa pisah digitalisasi sekolah prioritas merdeka ajar,1
2021-04-16,PBPGRI_OFFICIAL,selamat kepada universitas nusantara pgri diri telah oleh hibah kerjasama kurikulum implementasi merdeka ajar kampus merdeka,1
2021-04-16,Dikpora_bantul,emosi sendiri arti asa kita milik ada situasi tentu hubung orang anggap penting lebih jelas simak infografis ikut moga manfaat,2
2021-04-16,kanwilbpnsultra,halo menteri agraria tata ruang badan tanah nasional buka seleksi giat magang program merdeka ajar kampus merdeka untuk khusus mahasiswa ayo siap diri,1
2021-04-16,kb_ntb,kata wari bahasa mbojo bima,2
2021-04-16,perpusdikbud,didik rupa tempat strategis tumbuh cinta budaya bangsa sekaligus wahana bentuk karakter individu rangka bentuk diri warga negara lebih didik sejarah unduh buku,1
2021-04-16,RadioIdolaSMG,topik diskusi pagi merdeka ajar ekosistem investasi bagaimana akselerasi ikut pandang ajar mata kuliah komunitas kembang planning unika soegijapranata semarang jc tukiman taruna,0
2021-04-15,Kemdikbud_RI,selamat pagi siap alat tulis catat kita ajar sama simak jadwal televisi edukasi hari vidiouseetv,1
2021-04-15,jpnncom,program batik lanjut mendikbud guru guru bisa sinergi seluruh bijak kemendikbud merdeka ajar guru gerak digitalisasi sekolah bantu kuota data internet,1
2021-04-15,MurtadhaOne1,lebih tahun pimpin telah luncur bagai program merdeka ajar aplikatif program kampus merdeka upaya dekat guru tinggi dunia usaha,2
2021-04-15,updatecpns_com,telah puasa berat badan turun apa benar jadi tubuh lama puasa simak jelas gambar ikut,2
2021-04-15,_andriawan_,didik negeri banyak jargon jargon bagus merdeka ajar dan lain tidak imbang sejahtera guru lebih honorer kayak lho pak cabup,1
2021-04-15,fmipa_unb,terima proposal program bantu kerja sama kurikulum danimplementasi merdeka ajar kampus merdeka alhamdulillah selamat kami ucap kepada program studi biologi kimia hutan universitas nusa bangsa telah lolos proposal ksk mbkm dikti,1
2021-04-15,BidikUtama,kredensial mikro mahasiswa indonesia kmmi rupa program implementasi bijak merdeka ajar kampus merdeka mbkm upaya siap mahasiswa hadap dunia usaha dunia industri dudi,2
2021-04-15,bukik,luncur sekolah merdeka ajar lubuklinggau,1
2021-04-15,pusdatin_dikbud,selamat pagi tetap semangat ajar jaga sehat simak jadwal acara televisi edukasi hari vidiouseetv,1
2021-04-15,hadiprayitno82,selaras tagline merdeka ajar outdoor schooling tidak buruk tiru baik mas menteri terlalu lama ajar daring siswa spanyol akhir sekolah pantai via,1
2021-04-15,hariankompas,menteri baru harap segera satu aspek aspek penting ekosistem investasi didik kuat karakter merdeka ajar prestasi teknologi informasi layan biaya didik,2
2021-04-15,collegemfs,kan aku proposal teliti tugas metodologi teliti terus judul efektivitas kampus merdeka merdeka ajar masa pandemi pola ajar mahasiswa nah aku bingung pakai dekat sama metode apa kira enak apa terus cont,2
2021-04-15,perpusdikbud,jurnal edumat rupa jurnal ilmiah terbit pppptk matematika wahana komunikasi akademik didik tendik matematika kait problematika didik matematika akses jurnal,1
2021-04-14,updatecpns_com,total vaksinasi jumlah juta data per april dosis satu dosis dua jumlah angka vaksinasi harap dapat terus tingkat hari,0
2021-04-14,BadanBahasa,sinopsis singkat tera konten sebut ingin baca karya lebih lanjut sila kunjung taut ikut,2
2021-04-14,pusdatin_dikbud,dengar lalu radio suara edukasi radio edukasi,1
2021-04-14,perdanaraditov,wah po rasa geofisika kurang kurang solid geologi bola bal diskusi buka soal merdeka ajar iki,2
2021-04-14,banjarbase,wal kamu aku meulah proposal teliti tugas metodologi teliti terus judul efektivitas kampus merdeka merdeka ajar masa pandemi pola ajar mahasisa nah aku bingung pakai pendeketan lawan metode apa kira nyaman apa terus cont,2
2021-04-14,Fikom_Gunadarma,selenggara diksusi konsolidasi kolaborasi kelola program studi ilmu komunikasi jabodetabek merdeka ajar kampus merdeka eko harry susanto inisiator aspikom ir paristiyanti nurwadani mp sekjen ditjen dikti kemendikbud muhammad sulhan,1
2021-04-14,Fikom_Gunadarma,diskusi konsolidasi kolaborasi kelola program studi ilmu komunikasi jabodatabek merdeka ajar kampus merdeka tanggal maret asosiasi didik tinggi ilmu komunikasi aspikom korwil jabodetabek,1
2021-04-14,MGGLPutra,maksud program dahulu tidak jalan jalan ikut merdeka ajar ga guru gerak sekolah gerak kip organisasi gerak dan lain semua jalan kok dukung banyak pihak,1
2021-04-14,DraftUINJKT,semester ikut program merdeka ajar ajar kampus lama semester anak uin bisa ikut kan,2
2021-04-14,kniukemdikbud,selamat raya hari galungan kuningan agama hindu kita dekat diri darma ida sang hyang widhi wasa kenan beri rahayu,2
2021-04-14,hilaryreinhart,tidak tidak tidak merdeka ajar bagus emang ajar merdeka dulu,1
2021-04-14,Kemdikbud_RI,rahajeng nyanggra rahina suci galungan kuningan umat hindu cipta dharma hati damai sejati dumogi sareng sami manggih rahayu,1
2021-04-14,mnctrijaya,kemendikbud luncur program tukar mahasiswa merdeka salah satu wujud implementasi bijak merdeka ajar kampus merdeka mbkm,2
2021-04-14,bpmp_aceh,bijak prioritas antara asesmen nasional bas komputer anbk program sekolah gerak psp sosialisasi kepada serta asal unsur awas sekolah kepala sekolah guru hadir giat sebut,1
2021-04-14,bpmp_aceh,giat tuju informasi bijak kemendikbud perintah pusat perintah provinsi perintah daerah,0
2021-04-14,bpmp_aceh,bijak prioritas asesmen nasional bas komputer anbk program sekolah gerak psp sosialisasi kepada serta asal unsur awas sekolah kepala sekolah guru hadir giat sebut,1
2021-04-14,bpmp_aceh,sila simak tips widyaprada lpmp provinsi aceh nida kurniati hadap akm nida kurniati widyaprada,2
2021-04-14,bbkalteng,pernah tanya tanya kalimat efektif simak jelas salam literasi,2
2021-04-14,bpmp_aceh,strategi yakin dapat bantu serta didik kembang terampil pikir tingkat tinggi nida kurniati widyaprada lpmp provinsi aceh,1
2021-04-13,Kemdikbud_RI,selamat pagi tayang televisi edukasi siap jadi pilih teman ajar simak jadwal acara hari vidiouseetv,1
2021-04-13,Kemdikbud_RI,ikut jadwal imsakiah hari rabu april semangat tunai ibadah puasa hari dua ramadan,1
2021-04-13,si_instiper,hai tingkat mampu bahasa asing khusus english cukup gabung instiper english academy salah satu wadah main luar kuliah,2
2021-04-13,HMTKundip,adapun buku pandu program merdeka ajar kampus merdeka dapat unduh link ikut,1
2021-04-13,HMTKundip,merdeka ajar kampus merdeka salam juang mahasiswa teknik kimia merdeka ajar kampus merdeka rupa salah satu bijak menteri didik budaya,2
2021-04-13,miliniasfr,merdeka ajar mulai semester gasalahh,1
2021-04-13,dir1ku,kira spanduk merah tulis pikir merdeka spanduk masih biasa pasang dinding lebih tahun lalu tengah bijak konsep produk,1
2021-04-13,kb_ntb,kata mandang mandang len bahasa samawa sumbawa,2
2021-04-13,pusdatin_dikbud,halo simak luncur program bimtek ajar bas batik tahun tema bagi kolaborasi ajar sama portal rumah ajar jangan tinggal,2
2021-04-13,pradikta_dimazt,praktik merdeka ajar matematika siswa main ular tangga lewat,1
2021-04-13,hariankompas,bijak merdeka ajar kampus merdeka beri aku lintas disiplin ilmu ragam sumber tahu,1
2021-04-13,Kemdikbud_RI,saksi acara buka program didik guru gerak angkat kanal youtube kemendikbud ri selasa april pukul wib sama jadi bagi transformasi didik indonesia ayo maju sama,1
2021-04-13,bukik,ayo gabung sebagaitim merdeka ajar yayasan guru belajarada kategori posisi tim riset analisis data tim kembang komunitasbatas waktu april informasi lengkap klik sebar keluarga saudara teman anda,2
2021-04-13,kb_ntb,selamat pagi hari bahas patu mbojo ikut jelas salah satu contoh patu mbojo lantun balas,2
2021-04-13,ohmasgoff,pandu selenggara merdeka ajar ajar merdeka club apa apa manut bos,1
2021-04-12,AhmadNorMaulana,implementasi merdeka ajar kampus merdeka perlu kesiap teknis matang,2
2021-04-12,Kemdikbud_RI,selamat pagi siap ajar hari jangan lupa siap catat simak jadwal acara televisi edukasi hari selasa april vidiouseetv,1
2021-04-12,yuntoto,banyak promosi dasar harus punya mampu lebih matematika merdeka ajar teman saya sambat,2
2021-04-12,unisnujepara,marhaban ramadhan judul artikel tulis sadullah assaidi rektor lengkap,2
2021-04-12,AryaniPaulin,selamat pagi siap siap ajar jangan lupa sarap dulu ikut jadwal acara televisi edukasi hari senin april,1
2021-04-12,updatecpns_com,moga senantiasa beri sehat lancar jalan ibadah,1
2021-04-12,Kemdikbud_RI,marhaban ramadan selamat jalan ibadah puasa sambut bulan ramadan sukacita lomba lomba baik,1
2021-04-12,BadanBahasa,kita simak sapardi djoko damono penuh makna moga dapat inspirasi kita semua,2
2021-04-12,puslapdik,kita proses mulai laku ubah positif diri sendiri tebar energi positif kepada orang,1
2021-04-12,indosat,idea program indosat ooredoo dukung program merdeka ajar menteri didik budaya,1
2021-04-12,ekapuspitaward1,mesopotamia himalaya yangtze jepang laut kaspia,0
